,player_name,age,pos,mp,pts,ast,trb,stl,blk,fg_pct,3p_pct,ft_pct,tov,fga,3pa,2pa,fta,orb,drb,per,bpm,vorp,usg
140,Dorian Finney-Smith,31,PF,1239,9.9,1.7,4.5,1.2,0.3,0.442,0.398,0.714,1.1,8,6,2,0.6,1.4,3.1,9.2,-1.5,0.2,11.5
141,Alex Sarr,19,C,1814,17.2,3.2,8.6,0.9,2,0.394,0.308,0.679,2.3,16.4,6.8,9.7,3.3,2.5,6.2,12.9,-3.3,-0.6,23.5
142,Kyrie Irving,32,SG,1804,24.6,4.6,4.8,1.3,0.5,0.473,0.401,0.916,2.2,18.9,7.2,11.7,4.3,1.2,3.6,19.9,3.4,2.5,27.4
143,Kyshawn George,21,SG,1802,11.8,3.4,5.7,1.4,1,0.372,0.322,0.753,1.9,10.9,7.1,3.8,1.9,1,4.7,8.8,-4.1,-0.9,15.9
144,Cameron Johnson,28,PF,1800,21.4,3.9,4.9,1.1,0.5,0.475,0.39,0.893,2,14.9,8.2,6.8,4.5,1.1,3.9,18.2,3.1,2.3,22.9
145,Duncan Robinson,30,SF,1785,16.5,3.5,3.4,0.8,0.1,0.437,0.393,0.887,1.7,13.4,9.7,3.6,1.1,0.4,3,11.8,-1.7,0.1,19.2
146,Kris Dunn,30,PG,1783,9.6,4.2,5.1,2.6,0.5,0.439,0.335,0.682,1.5,8.8,4.5,4.3,0.4,1.1,4,11.3,0.6,1.2,12.7
147,Luka Donéçié?,25,PG,1769,28.7,7.8,8.3,1.8,0.4,0.45,0.368,0.782,3.6,20.9,9.8,11.1,8,0.8,7.5,24.1,6.7,3.9,33.9
148,Luka Donéçié?,25,PG,785,28.4,7.9,8.4,2,0.4,0.464,0.354,0.767,3.4,21.4,9.7,11.6,6.7,0.7,7.7,24.2,6.9,1.8,33.1
149,Luka Donéçié?,25,PG,984,28.9,7.7,8.3,1.6,0.4,0.438,0.379,0.791,3.8,20.5,9.8,10.6,9.1,0.9,7.4,23.9,6.5,2.1,34.5
150,Scoot Henderson,20,PG,1759,17.1,6.9,4.1,1.4,0.3,0.419,0.354,0.767,3.6,14,6.1,7.9,4.2,1.1,3,12.5,-2.2,-0.1,22.5
151,Wendell Carter Jr.,25,C,1758,12.7,2.7,10.1,1.1,0.8,0.46,0.234,0.737,1.6,10.1,3.2,6.8,3.6,3.1,7,13.7,-1.2,0.3,16
152,Collin Sexton,26,SG,1758,23.7,5.4,3.5,1,0.1,0.48,0.406,0.865,3.3,17.8,5.5,12.2,5.1,1.2,2.3,16.6,-0.6,0.6,27
153,Mike Conley,37,PG,1756,11.9,6.5,3.7,1.6,0.3,0.4,0.41,0.9,1.5,9.6,6.4,3.2,1.8,0.7,3.1,13.3,1.2,1.4,14.4
154,Amir Coffey,27,SG,1748,14.3,1.6,3.3,0.8,0.1,0.471,0.409,0.891,0.9,10.5,5.1,5.4,2.7,0.7,2.7,11.2,-1.7,0.1,15.3
155,Jimmy Butler,35,SF,1746,19.9,6.1,6.1,1.6,0.4,0.504,0.308,0.842,1.5,12.3,2.1,10.2,8.1,2.6,3.5,22.4,4.9,3,20.8
156,Jimmy Butler,35,PF,766,20,5.6,6.2,1.3,0.5,0.54,0.361,0.801,1.4,12.4,1.7,10.7,7.6,2.6,3.6,22.8,4.8,1.3,21.1
157,Jimmy Butler,35,SF,980,19.8,6.5,6.1,1.8,0.3,0.476,0.279,0.87,1.6,12.3,2.5,9.8,8.5,2.6,3.5,22.2,5,1.7,20.6
158,Aaron Wiggins,26,SG,1744,18.9,2.8,6.1,1.2,0.4,0.488,0.383,0.831,1.4,15,7,8,1.8,1.7,4.4,16.1,1.1,1.4,20.3
159,Walker Kessler,23,C,1740,13.3,2,14.6,0.7,2.9,0.663,0.176,0.52,1.8,8.7,0.7,8,3.1,5.5,9.1,20,1.8,1.7,13.7
160,De'Andre Hunter,27,SF,1740,22.5,1.9,5.3,1,0.3,0.47,0.405,0.846,1.7,15.8,8,7.7,5.3,0.9,4.4,15.9,0.4,1,22.8
161,De'Andre Hunter,27,SF,1064,23.8,1.9,4.9,1,0.2,0.461,0.393,0.858,2,16.6,8.4,8.3,6,0.9,4,15.8,-0.4,0.4,24.2
162,De'Andre Hunter,27,SF,676,20.6,1.9,6,1,0.4,0.485,0.426,0.821,1.2,14.4,7.5,6.9,4.2,0.9,5.1,16.2,1.6,0.6,20.5
163,Ochai Agbaji,24,SG,1739,13.8,2,5,1.2,0.6,0.498,0.399,0.708,1.1,11.1,5.2,5.8,1,1.3,3.7,12,-0.7,0.5,14.6
164,Brandin Podziemski,21,SG,1716,15.7,4.6,6.8,1.4,0.3,0.445,0.372,0.758,1.6,13.2,6.5,6.7,2,1.4,5.5,14.4,0.7,1.2,18.3
165,Jabari Smith Jr.,21,PF,1716,14.6,1.3,8.4,0.5,0.9,0.438,0.354,0.825,1.3,11.9,5.8,6.1,2.6,2.2,6.2,12.6,-0.7,0.6,16.4
166,Anthony Davis,31,PF,1706,26.6,3.8,12.5,1.2,2.3,0.516,0.282,0.775,2.4,19.2,2.6,16.6,7.8,2.8,9.6,26.3,5.4,3.2,30.4
167,Anthony Davis,31,C,1440,27,3.5,12.5,1.4,2.3,0.528,0.298,0.788,2.3,18.9,2.3,16.6,8,3,9.5,27.1,6,2.9,30.2
168,Bradley Beal,31,SG,1702,19.1,4.1,3.7,1.2,0.6,0.497,0.386,0.803,2.1,14.7,5.6,9.1,2.9,0.7,3,15.2,-1.1,0.4,22.1
169,Georges Niang,31,PF,1697,16.6,2.4,5.8,0.6,0.3,0.461,0.406,0.793,1.7,13.2,8.7,4.5,1.2,1,4.8,11.2,-2.3,-0.1,17.9
170,Georges Niang,31,PF,1053,15.2,2.3,6.5,0.6,0.2,0.477,0.4,0.793,1.6,11.9,7.7,4.2,1,1.2,5.3,11.1,-1.8,0.1,16.5
171,Georges Niang,31,PF,644,19,2.5,4.6,0.6,0.4,0.441,0.413,0.793,1.9,15.2,10.3,4.9,1.6,0.7,3.9,11.4,-3.1,-0.2,20.3
172,Jakob Poeltl,29,C,1686,17.6,3.4,11.7,1.4,1.5,0.627,0.333,0.674,2.4,12.4,0.1,12.3,3.1,4,7.6,20,2,1.7,18.7
173,Scotty Pippen Jr.,24,PG,1683,16.7,7.4,5.5,2.2,0.6,0.48,0.397,0.713,3,12.7,4.7,8,3.7,1.4,4.1,15.8,1.9,1.7,19.3
174,Kevin Huerter,26,SG,1679,14.6,3.3,4.4,1.4,0.5,0.425,0.338,0.714,1.4,13,8.4,4.6,1.1,0.6,3.8,11.3,-2,0,17.5
175,Kevin Huerter,26,SG,899,13.5,3,4.8,1.4,0.6,0.413,0.302,0.714,1.5,12.4,8.2,4.2,1.1,0.8,4,10.6,-2.3,-0.1,17.2
176,Kevin Huerter,26,SG,780,15.8,3.8,3.9,1.4,0.3,0.439,0.376,0.714,1.4,13.6,8.6,5,1,0.5,3.4,12,-1.5,0.1,17.8
177,Santi Aldama,24,PF,1660,17.6,4.1,9,1.1,0.6,0.483,0.368,0.691,1.5,14.1,7.1,7,2,2,7,16.8,3.2,2.2,18.5
178,A.J. Green,25,SG,1659,11.7,2.3,3.8,0.8,0.2,0.429,0.427,0.815,0.9,9.2,7.9,1.3,0.6,0.4,3.4,9.2,-2.2,-0.1,12.6
179,Al Horford,38,C,1659,11.7,2.8,8,0.8,1.1,0.423,0.363,0.895,1,10,6.8,3.2,0.8,1.7,6.3,12.9,1.2,1.3,13.8
180,Terry Rozier,30,PG,1658,14.7,3.6,5.2,0.8,0.3,0.391,0.295,0.852,1.7,13.8,6.7,7.1,2.3,1,4.2,10.5,-3.7,-0.7,20.4
181,Peyton Watson,22,SF,1656,12,2,5.1,1,2,0.477,0.353,0.693,1.2,9.3,3,6.3,3,1,4,11.4,-1.8,0.1,13.9
182,Moses Moody,22,SG,1649,15.8,2.1,4.1,1.3,0.7,0.433,0.374,0.797,1.2,12.4,7.4,5,2.9,1.1,3,12.4,-0.9,0.5,17.4
183,Tristan Da Silva,23,SF,1629,11.8,2.5,5.4,0.7,0.4,0.412,0.335,0.873,1.2,10.7,5.3,5.4,1.4,1.6,3.8,9.9,-2.6,-0.3,15.2
184,Donte DiVincenzo,28,SG,1606,16.2,5,5.1,1.6,0.4,0.422,0.397,0.778,2.2,13.3,9.8,3.5,1.4,0.7,4.4,14.1,1.9,1.6,19.4
185,Isaiah Joe,25,SG,1604,17,2.7,4.4,1.1,0.2,0.44,0.412,0.821,0.9,13.2,10.5,2.7,1.3,0.9,3.5,14,1.3,1.4,17.2
186,Corey Kispert,25,SF,1602,15.8,2.3,4.1,0.6,0.3,0.451,0.364,0.852,1.4,12.7,7.4,5.3,2,0.8,3.3,11,-3.7,-0.7,17.5
187,Caris LeVert,30,SG,1596,17.5,4.8,4.6,1.3,0.7,0.467,0.373,0.71,1.7,13.5,6.4,7.1,3.5,0.9,3.7,15.2,0.9,1.2,19.4
188,Caris LeVert,30,SF,904,15.5,5.6,4.3,1.3,0.8,0.453,0.405,0.699,2,11.9,5.9,6,3.3,0.9,3.4,14.4,1.2,0.7,18.1
189,Caris LeVert,30,SG,692,20.2,3.9,5,1.2,0.7,0.482,0.338,0.722,1.3,15.7,7.1,8.6,3.7,1,4,16.2,0.4,0.4,21.2
190,Miles McBride,24,PG,1593,13.8,4.2,3.6,1.5,0.4,0.406,0.369,0.813,0.9,12.4,7.1,5.3,1.4,1.1,2.6,12.6,0,0.8,16.8
191,Isaiah Hartenstein,26,C,1590,14.4,5,13.8,1.1,1.4,0.581,0,0.675,2.2,10.9,0.4,10.4,2.6,3.7,10.1,18.9,3.2,2.1,16.7
192,Gradey Dick,21,SG,1587,17.6,2.2,4.4,1.1,0.2,0.41,0.35,0.858,1.9,14.7,7.4,7.3,3.5,1,3.4,10.9,-3.2,-0.5,21
193,Paolo Banchero,22,PF,1582,27.1,5,7.9,0.8,0.6,0.452,0.32,0.727,3.1,20.7,6.2,14.5,8.8,1.2,6.7,20,3.5,2.2,33.6
194,Patrick Williams,23,PF,1576,12.9,2.8,5.4,1.1,0.7,0.397,0.353,0.723,2,11.8,6.2,5.6,1.9,1,4.4,9,-3.7,-0.7,16.9
195,Obi Toppin,26,PF,1545,19.4,3,7.4,1.1,0.7,0.529,0.365,0.781,1.6,14,7,6.9,2.7,1.3,6.1,17.4,1.7,1.4,20.1
196,Grayson Allen,29,SG,1544,15.9,3.2,4.5,1.3,0.4,0.448,0.426,0.816,1.7,11.4,8.2,3.2,2.7,0.8,3.7,13.7,-0.3,0.7,17.6
197,Sam Hauser,27,PF,1541,14.1,1.5,5.2,1,0.3,0.451,0.416,1,0.5,11.1,9.3,1.8,0.3,1,4.2,12.8,0.8,1.1,14.3
198,Ziaire Williams,23,SF,1541,14.8,2,6.7,1.4,0.7,0.412,0.341,0.821,1.6,12.1,7.1,5.1,2.9,1.4,5.3,11.9,-2.3,-0.1,18.2
199,Gabe Vincent,28,PG,1527,10.8,2.3,2.2,1.2,0.3,0.4,0.353,0.714,1,9.9,7.3,2.6,0.5,0.5,1.7,7.4,-4,-0.8,13.5
200,Victor Wembanyama,21,C,1527,26.3,4,11.9,1.2,4.1,0.476,0.352,0.836,3.5,20.2,9.5,10.7,4.5,1.9,10,24.2,6.5,3.3,30.4
201,Jerami Grant,30,PF,1524,16,2.4,3.9,1,1.1,0.373,0.365,0.849,1.5,13.6,7,6.6,3.9,0.6,3.2,10.9,-1.6,0.1,19.4
202,Jonas ValanéçièÆnas,32,C,1524,19.9,3.9,14.8,0.9,1.1,0.55,0.216,0.879,2.8,14.8,0.9,13.9,3.9,4.5,10.3,20.8,0.6,1,22.8
203,Jonas ValanéçièÆnas,32,C,983,20.7,4,14.8,0.8,1,0.547,0.259,0.896,3.2,15.5,1,14.5,3.9,4.4,10.4,20.6,0.4,0.6,23.8
204,Jonas ValanéçièÆnas,32,C,541,18.6,3.7,14.8,1,1.2,0.556,0.1,0.847,2.1,13.6,0.7,13,3.9,4.7,10.2,21.1,1.1,0.4,20.9
205,Kyle Filipowski,21,C,1522,16.3,3.3,10.4,1.1,0.5,0.502,0.35,0.65,2.4,12.3,5.2,7,3.4,2.6,7.8,14.9,-1,0.4,18.7
206,Ja Morant,25,PG,1519,27.5,8.6,4.9,1.4,0.3,0.454,0.309,0.824,4.4,21.1,6.8,14.3,7.6,0.8,4.1,19.3,2.4,1.7,32.2
207,Matas Buzelis,20,SF,1511,16.4,1.9,6.6,0.7,1.8,0.454,0.361,0.815,1.8,13.2,6.3,6.9,2.6,1.3,5.3,12.5,-2.5,-0.2,18.7
208,LaMelo Ball,23,PG,1505,28.3,8.3,5.5,1.3,0.3,0.405,0.339,0.843,4,24,12.6,11.4,5.5,1.1,4.4,19.1,3.2,2,35.9
209,Dalton Knecht,23,SF,1494,17,1.6,5.2,0.6,0.2,0.461,0.376,0.762,0.9,13.4,8.2,5.2,2,0.9,4.3,12.7,-1.8,0.1,18.5
210,Kevin Porter Jr.,24,SG,1482,18.7,6.2,6.8,2,0.3,0.449,0.311,0.769,3.3,15.8,4.3,11.5,4.1,1,5.7,15.4,-0.6,0.5,25.4
211,Kevin Porter Jr.,24,SG,884,17.1,5.9,6.5,1.8,0.4,0.423,0.245,0.645,3.4,16.6,4.3,12.3,3.1,1.2,5.3,12.1,-2.5,-0.1,25.9
212,Kevin Porter Jr.,24,SG,598,21.2,6.7,7.1,2.3,0.1,0.494,0.408,0.871,3.1,14.7,4.3,10.5,5.6,0.8,6.3,20.2,2.1,0.6,24.8
213,D'Angelo Russell,28,PG,1480,17.8,7.2,3.9,1.4,0.6,0.39,0.314,0.834,2.6,15.5,8.8,6.8,3.5,0.5,3.5,14,-0.4,0.6,24
214,D'Angelo Russell,28,PG,763,16.9,6.4,3.8,1.1,0.2,0.415,0.333,0.849,2.4,14.7,7.9,6.7,2.5,0.4,3.4,13,-1.7,0.1,22.1
215,D'Angelo Russell,28,PG,717,18.7,8.1,4.1,1.7,1,0.367,0.297,0.826,2.9,16.4,9.6,6.8,4.6,0.6,3.5,15.1,1,0.5,25.9
216,Lauri Markkanen,27,PF,1476,21.8,1.7,6.8,0.8,0.4,0.423,0.346,0.876,1.6,17.1,9.7,7.3,4.5,1.8,5,15.6,-0.3,0.7,24
217,Luke Kennard,28,SG,1472,14.1,5.3,4.5,1.2,0.1,0.478,0.433,0.895,1.8,10.5,6.4,4.2,1.4,0.9,3.6,13.6,1.1,1.2,14.5
218,Jamal Shead,22,PG,1467,13.1,7.8,2.8,1.4,0.2,0.405,0.323,0.768,2.9,12.4,5.5,6.9,1.7,0.7,2.1,9.9,-4.1,-0.8,18.6
219,Aaron Gordon,29,PF,1447,18.6,4.1,6.1,0.6,0.3,0.531,0.436,0.81,1.8,12.4,4.3,8.1,4.5,2,4.2,17,1.2,1.2,19
220,Isaiah Stewart,23,C,1434,10.9,3.1,10,0.7,2.5,0.559,0.321,0.759,1.7,7.9,1.3,6.6,2.2,3.3,6.8,14.6,0.6,0.9,12.4
221,Brice Sensabaugh,21,SF,1432,19.4,2.8,5.3,1.2,0.2,0.459,0.422,0.89,2.7,15.1,9.4,5.7,1.8,1.1,4.2,13.4,-1.2,0.3,21.5
222,Goga Bitadze,25,C,1430,12.6,3.4,11.7,1.2,2.5,0.611,0.107,0.639,1.8,8.5,0.7,7.8,3.3,4.2,7.5,19.2,2.5,1.6,14.3
223,Kel'el Ware,20,C,1422,15.1,1.5,12,1,1.8,0.554,0.315,0.687,1.4,11.7,2.8,8.9,1.7,2.9,9,17.4,-0.1,0.7,17.2
224,Tari Eason,23,PF,1420,17.4,2.1,9.2,2.5,1.3,0.487,0.342,0.76,1.6,14.2,4.7,9.5,2.6,3.2,5.9,18.5,3.6,2,19.4
225,Zach Edey,22,C,1416,15.5,1.7,13.9,0.9,2.2,0.58,0.346,0.709,2.2,11,1.3,9.7,3.2,5.9,8,18.2,-0.1,0.7,16.4
226,T.J. McConnell,32,PG,1415,18.3,8.9,4.9,2.1,0.5,0.519,0.306,0.74,2.8,15.9,1.2,14.6,2,1.1,3.8,18.4,1.2,1.2,23.4
227,Terance Mann,28,SG,1414,13.2,3.1,5.1,1.2,0.4,0.496,0.368,0.691,1.2,10.5,4.1,6.4,1.7,1.7,3.3,12,-1.3,0.2,14.7
228,Terance Mann,28,SG,732,11,2.9,5.3,1.4,0.5,0.446,0.347,0.719,1.2,9.6,3.7,5.9,1.6,1.6,3.7,10.5,-1.3,0.1,14
229,Terance Mann,28,SG,682,15.5,3.3,4.9,1,0.2,0.541,0.386,0.667,1.2,11.5,4.6,6.9,1.9,1.9,3,13.7,-1.3,0.1,15.4
230,Ryan Dunn,22,SF,1410,13,1.5,6.8,1.1,1,0.43,0.311,0.487,1,12.2,6.7,5.4,1,2.3,4.5,10.7,-4.1,-0.7,16.7
231,Sam Merrill,28,SG,1401,13.1,2.8,4,1.4,0.4,0.406,0.372,0.966,0.9,10.9,9.5,1.4,0.7,1,3.1,11.1,0.3,0.8,14.3
232,Ayo Dosunmu,25,SG,1394,14.6,5.4,4.2,1.1,0.5,0.492,0.328,0.785,1.8,11.6,4.9,6.7,2,0.7,3.5,12.8,-1.6,0.1,16.6
233,Ty Jerome,27,SG,1392,22.7,6.1,4.5,2,0.1,0.516,0.439,0.872,2.4,16,6.5,9.4,3.8,1.3,3.2,21,4.3,2.2,23.6
234,Julian Strawther,22,SG,1384,15.3,2.2,3.7,1,0.4,0.432,0.349,0.822,1.5,12.6,7,5.6,2.3,0.4,3.3,9.5,-4.5,-0.9,17.8
235,Nick Smith Jr.,20,SG,1369,15.5,3.8,3.4,0.4,0.2,0.391,0.34,0.935,2.2,14.9,8,6.9,1.2,0.3,3,8.3,-5.7,-1.3,20.8
236,Jaime Jaquez Jr.,23,SF,1368,15,4.4,7.6,1.6,0.4,0.461,0.311,0.754,2.6,12.2,3.1,9,3.7,2.2,5.4,14.3,-0.9,0.4,20.2
237,Nicolas Batum,36,PF,1367,8.2,2.2,5.7,1.4,0.9,0.437,0.433,0.81,0.9,6.3,5.3,0.9,0.6,1.2,4.5,10.3,0.8,1,9
238,Jose Alvarado,26,PG,1366,15.3,6.8,3.6,2,0.4,0.392,0.359,0.811,2.3,13.7,8.1,5.6,2,0.7,2.9,13.4,-1.4,0.2,19.8
239,Jeremy Sochan,21,PF,1364,16.3,3.4,9.3,1.2,0.7,0.535,0.308,0.696,2.2,12.4,2.4,10,3.3,3.4,5.9,15.9,-1.2,0.3,19
240,Luke Kornet,29,C,1361,11.7,3.1,10.3,1,1.9,0.668,0,0.691,0.8,7.4,0.1,7.3,2.6,5,5.2,19.6,3.3,1.8,11.4
241,Trey Lyles,29,PF,1349,12,2.2,8.4,1.1,0.6,0.42,0.34,0.7,1,10,6.4,3.6,2.1,2.1,6.3,12.3,-0.7,0.4,14.3
242,Jake LaRavia,23,PF,1349,12.2,4.2,6.9,1.7,0.6,0.475,0.423,0.678,2.3,9,3.8,5.2,3.1,2.4,4.5,12.6,0.2,0.8,14.4
243,Jake LaRavia,23,PF,982,12.6,4.9,7.5,1.6,0.7,0.49,0.444,0.698,2.5,8.8,3.3,5.5,3.5,2.5,5.1,13.5,1.3,0.8,14.5
244,Bogdan Bogdanovié?,32,SG,1348,15.6,3.9,4.2,1.1,0.3,0.427,0.363,0.879,2,13.1,7.7,5.4,1.8,0.6,3.6,11.1,-2,0,18.7
245,Bogdan Bogdanovié?,32,SG,598,14.4,2.9,4,1.2,0.4,0.371,0.301,0.882,2.2,13.5,8.8,4.7,2,0.7,3.3,7.6,-4.7,-0.4,18.9
246,Bogdan Bogdanovié?,32,SG,750,16.5,4.7,4.5,1,0.2,0.474,0.427,0.875,1.8,12.9,6.9,6,1.5,0.6,3.9,14,0.2,0.4,18.6
247,Justin Champagnie,23,SF,1340,14.6,1.6,9.4,1.7,1,0.511,0.383,0.685,1.5,11,5.2,5.9,2,3,6.4,15.7,-0.5,0.5,15.6
248,Paul George,34,PF,1334,17.9,4.8,5.9,2,0.5,0.43,0.358,0.814,2.9,15.4,7.2,8.1,2.6,0.6,5.3,14.5,-0.4,0.5,23.5
249,Ausar Thompson,22,SF,1328,16.1,3.6,8.2,2.7,1.1,0.535,0.224,0.641,2.2,12.5,1.3,11.1,3.8,3,5.2,17.2,1.7,1.2,19.1
250,Donovan Clingan,20,C,1324,11.9,2.1,14.3,0.9,3,0.539,0.286,0.596,2,9.1,1.3,7.7,2.8,5.9,8.4,17.4,-0.3,0.6,14.2
251,Jordan Hawkins,22,SG,1321,16.5,1.8,4.3,0.8,0.6,0.372,0.331,0.816,1.6,15.2,9,6.1,2.7,0.7,3.6,9.6,-5.4,-1.2,21
252,Tyrese Martin,25,SG,1315,14.3,3.3,6,0.9,0.2,0.406,0.351,0.793,2,12.7,7.7,5,1.6,1.6,4.4,10.9,-2.6,-0.2,18.8
253,Mason Plumlee,34,C,1300,9.2,3.7,12.6,0.9,1.3,0.619,0,0.648,1.6,5.6,0.1,5.5,3.5,3.2,9.4,14.8,-0.6,0.5,10.8
254,Jonathan Mogbo,23,PF,1286,10.9,4.1,8.7,1.5,1,0.438,0.243,0.732,2,10,2,8,2.3,3.1,5.7,11.9,-1.9,0,15
255,Jalen Johnson,23,SF,1284,19.1,5.1,10.1,1.6,1,0.5,0.312,0.746,3,15.2,4,11.2,3.5,1.7,8.3,17.3,1.8,1.2,22.5
256,Max Strus,28,SF,1273,13.3,4.5,6.1,0.7,0.3,0.442,0.386,0.824,1.5,10.5,8.3,2.3,1,1.5,4.6,12.6,1.3,1.1,14.7
257,Johnny Juzang,23,SG,1270,16.2,1.9,5.2,1.1,0.2,0.429,0.376,0.849,1,13.5,8.9,4.6,1.5,1.2,4,11.8,-2.3,-0.1,17.6
258,Ron Holland,19,SF,1266,14.8,2.3,6.2,1.4,0.5,0.474,0.238,0.754,2,11.8,4.3,7.5,3.5,1.1,5.1,11.1,-3,-0.3,18.1
259,Javonte Green,31,SG,1258,9.9,1.6,6.2,1.9,0.9,0.429,0.326,0.724,0.9,8.2,4,4.2,2.2,1.7,4.6,10.7,-2.3,-0.1,11.8
260,Javonte Green,31,SG,1092,9.5,1.5,5.9,1.8,1,0.446,0.352,0.758,0.9,7.4,3.6,3.8,2.2,1.6,4.3,10.8,-2.2,0,10.9
261,Nick Richards,27,C,1256,15.2,1.4,13.4,0.4,1.6,0.591,0,0.744,2.3,9.9,0.1,9.9,4.6,4.2,9.1,16.6,-3.3,-0.4,17.3
262,Nick Richards,27,C,816,15.1,0.9,13.6,0.3,1.3,0.605,0,0.822,2.1,10.3,0,10.2,3.2,4.3,9.3,16.3,-3.9,-0.4,17
263,Dean Wade,28,PF,1252,9.2,2.2,7.2,1.2,0.6,0.413,0.36,0.533,0.6,7.8,6.4,1.4,0.9,1.5,5.7,10.1,0.3,0.7,10.4
264,Ricky Council IV,23,SF,1250,15.3,2.8,6.2,0.9,0.4,0.382,0.258,0.804,1.5,13.3,6.1,7.2,4.4,1.5,4.7,11.6,-4.3,-0.7,20.3
265,Tidjane Sala?¨n,19,PF,1244,10.2,2.1,8.1,0.8,0.4,0.33,0.283,0.713,1.7,10,5.9,4.1,2.7,2,6.1,7.7,-5.2,-1,15.2
266,Bobby Portis,29,PF,1244,19.7,3,11.9,1,0.8,0.466,0.365,0.836,1.6,17.2,5.2,12.1,2.1,2.6,9.3,17.7,0.2,0.7,24.1
267,Moussa Diabat??,23,C,1241,11.7,1.6,12.7,1.3,1.2,0.596,0,0.595,1.8,8.1,0.2,7.9,3.4,5.4,7.3,16.5,-1.9,0,13.4
268,Jeremiah Robinson-Earl,24,PF,1239,12.1,2.6,9.2,1.1,0.2,0.455,0.341,0.836,1.5,10.1,4.8,5.3,1.6,3.2,6,12.9,-2.5,-0.2,14.4
269,Simone Fontecchio,29,SF,1237,13,1.9,6.3,0.9,0.3,0.402,0.335,0.833,1.6,10.9,6.6,4.2,2.4,1.5,4.7,9.7,-2.9,-0.3,15.8
270,Cole Anthony,24,PG,1234,18.4,5.6,6,1.3,0.9,0.424,0.353,0.823,3,15.8,6.4,9.5,3.3,1.3,4.6,14.2,0.1,0.7,24.6
271,Ben Sheppard,23,SG,1228,9.7,2.5,5.2,1.1,0.4,0.418,0.342,0.889,0.6,8.4,5.8,2.6,0.8,1.3,3.9,9.2,-2,0,11.3
272,John Collins,27,PF,1220,22.4,2.4,9.6,1.2,1.2,0.527,0.399,0.848,3,15.7,4.4,11.3,4.8,2.6,7,19,1,0.9,24.2
273,Caleb Martin,29,SF,1218,10.5,2.8,5.2,1.4,0.7,0.424,0.359,0.622,1.7,9,3,5.9,2.9,1.6,3.7,9.6,-3.2,-0.4,14.4
274,Caleb Martin,29,SF,943,10.7,2.6,5.2,1.3,0.8,0.435,0.379,0.622,1.6,8.9,3.3,5.5,2.8,1.6,3.6,10.1,-2.5,-0.1,14.2
275,Kristaps Porziè?éúis,29,C,1210,24.3,2.6,8.4,0.9,1.9,0.483,0.412,0.809,1.6,17.1,7.4,9.6,5.9,2,6.4,22.3,4.7,2.1,25.9
276,Brandon Clarke,28,PF,1207,15.9,2,9.7,1.6,1.1,0.621,0.059,0.701,1.2,11.3,0.5,10.8,2.6,3.8,5.9,17.6,0.8,0.9,15.3
277,Deandre Ayton,26,C,1206,17.2,1.9,12.1,0.9,1.2,0.566,0.188,0.667,2.1,14,1,13,1.8,3.7,8.4,17.7,-0.7,0.4,19.4
278,Jarace Walker,21,PF,1187,14,3.3,6.9,1.6,0.8,0.472,0.405,0.667,2.4,10.9,5.6,5.3,2.1,0.8,6.2,11.9,-0.9,0.3,17.1
279,Kawhi Leonard,33,SF,1180,24.3,3.5,6.7,1.8,0.5,0.498,0.411,0.81,2.2,19,5.8,13.2,3.7,1.1,5.6,20.5,3.1,1.5,27.7
280,Clint Capela,30,C,1176,14.9,1.9,14.4,1,1.6,0.559,0,0.536,1.4,11.9,0,11.9,3,5.3,9,17.7,-1,0.3,16.7
